bat	mid	n	gids	me
cold_up	m01	407	Zm00001d000176_Mo17,Zm00001d000302_Mo17,Zm00001d000339_Mo17,Zm00001d000357_Mo17,Zm00001d000879_Mo17,Zm00001d001774_Mo17,Zm00001d001862_Mo17,Zm00001d002052_Mo17,Zm00001d002410_Mo17,Zm00001d002549_Mo17,Zm00001d002565_Mo17,Zm00001d002632_Mo17,Zm00001d002661_Mo17,Zm00001d002896_Mo17,Zm00001d003048_Mo17,Zm00001d003114_Mo17,Zm00001d003200_Mo17,Zm00001d003209_Mo17,Zm00001d003249_Mo17,Zm00001d003358_Mo17,Zm00001d003504_Mo17,Zm00001d003509_Mo17,Zm00001d003601_Mo17,Zm00001d003742_Mo17,Zm00001d003743_Mo17,Zm00001d004086_Mo17,Zm00001d004335_Mo17,Zm00001d004804_Mo17,Zm00001d004857_Mo17,Zm00001d005368_Mo17,Zm00001d005430_Mo17,Zm00001d005654_Mo17,Zm00001d005726_Mo17,Zm00001d005969_Mo17,Zm00001d006040_Mo17,Zm00001d006130_Mo17,Zm00001d006213_Mo17,Zm00001d006217_Mo17,Zm00001d006580_Mo17,Zm00001d006628_Mo17,Zm00001d006701_Mo17,Zm00001d006711_Mo17,Zm00001d007522_Mo17,Zm00001d007609_Mo17,Zm00001d007806_Mo17,Zm00001d007830_Mo17,Zm00001d007865_Mo17,Zm00001d007885_Mo17,Zm00001d007915_Mo17,Zm00001d007929_Mo17,Zm00001d008307_Mo17,Zm00001d008308_Mo17,Zm00001d008357_Mo17,Zm00001d008502_Mo17,Zm00001d008573_Mo17,Zm00001d008604_Mo17,Zm00001d009177_Mo17,Zm00001d009481_Mo17,Zm00001d009555_Mo17,Zm00001d009631_Mo17,Zm00001d010075_Mo17,Zm00001d010079_Mo17,Zm00001d010171_Mo17,Zm00001d010214_Mo17,Zm00001d010399_Mo17,Zm00001d010421_Mo17,Zm00001d010852_Mo17,Zm00001d010956_Mo17,Zm00001d010997_Mo17,Zm00001d011076_Mo17,Zm00001d011426_Mo17,Zm00001d011428_Mo17,Zm00001d011638_Mo17,Zm00001d011655_Mo17,Zm00001d011684_Mo17,Zm00001d012204_Mo17,Zm00001d012321_Mo17,Zm00001d012402_Mo17,Zm00001d012527_Mo17,Zm00001d012585_Mo17,Zm00001d012660_Mo17,Zm00001d012750_Mo17,Zm00001d012817_Mo17,Zm00001d012821_Mo17,Zm00001d013005_Mo17,Zm00001d013108_Mo17,Zm00001d013163_Mo17,Zm00001d013220_Mo17,Zm00001d013256_Mo17,Zm00001d013627_Mo17,Zm00001d013745_Mo17,Zm00001d013886_Mo17,Zm00001d013933_Mo17,Zm00001d013964_Mo17,Zm00001d014007_Mo17,Zm00001d014422_Mo17,Zm00001d014491_Mo17,Zm00001d014625_Mo17,Zm00001d014761_Mo17,Zm00001d014804_Mo17,Zm00001d014858_Mo17,Zm00001d014890_Mo17,Zm00001d015025_Mo17,Zm00001d015513_Mo17,Zm00001d015515_Mo17,Zm00001d015930_Mo17,Zm00001d016379_Mo17,Zm00001d016737_Mo17,Zm00001d016768_Mo17,Zm00001d016856_Mo17,Zm00001d017060_Mo17,Zm00001d017085_Mo17,Zm00001d017096_Mo17,Zm00001d017147_Mo17,Zm00001d017373_Mo17,Zm00001d017419_Mo17,Zm00001d017699_Mo17,Zm00001d017762_Mo17,Zm00001d017837_Mo17,Zm00001d017874_Mo17,Zm00001d017885_Mo17,Zm00001d017918_Mo17,Zm00001d017984_Mo17,Zm00001d018107_Mo17,Zm00001d018161_Mo17,Zm00001d018191_Mo17,Zm00001d018217_Mo17,Zm00001d018326_Mo17,Zm00001d018328_Mo17,Zm00001d018332_Mo17,Zm00001d018342_Mo17,Zm00001d018406_Mo17,Zm00001d018470_Mo17,Zm00001d018973_Mo17,Zm00001d019358_Mo17,Zm00001d019472_Mo17,Zm00001d019505_Mo17,Zm00001d019631_Mo17,Zm00001d020020_Mo17,Zm00001d020396_Mo17,Zm00001d020403_Mo17,Zm00001d020409_Mo17,Zm00001d020429_Mo17,Zm00001d020492_Mo17,Zm00001d020495_Mo17,Zm00001d020496_Mo17,Zm00001d020614_Mo17,Zm00001d020834_Mo17,Zm00001d020947_Mo17,Zm00001d021006_Mo17,Zm00001d021207_Mo17,Zm00001d021208_Mo17,Zm00001d021224_Mo17,Zm00001d021452_Mo17,Zm00001d021665_Mo17,Zm00001d021668_Mo17,Zm00001d021673_Mo17,Zm00001d021802_Mo17,Zm00001d021839_Mo17,Zm00001d021851_Mo17,Zm00001d021858_Mo17,Zm00001d021882_Mo17,Zm00001d021952_Mo17,Zm00001d022069_Mo17,Zm00001d022239_Mo17,Zm00001d022327_Mo17,Zm00001d022374_Mo17,Zm00001d022440_Mo17,Zm00001d022449_Mo17,Zm00001d022518_Mo17,Zm00001d022678_Mo17,Zm00001d023523_Mo17,Zm00001d023856_Mo17,Zm00001d024343_Mo17,Zm00001d024499_Mo17,Zm00001d024676_Mo17,Zm00001d024783_Mo17,Zm00001d024807_Mo17,Zm00001d024824_Mo17,Zm00001d024854_Mo17,Zm00001d025281_Mo17,Zm00001d025401_Mo17,Zm00001d025581_Mo17,Zm00001d025707_Mo17,Zm00001d025919_Mo17,Zm00001d025946_Mo17,Zm00001d026017_Mo17,Zm00001d026018_Mo17,Zm00001d026154_Mo17,Zm00001d026156_Mo17,Zm00001d026271_Mo17,Zm00001d026368_Mo17,Zm00001d026447_Mo17,Zm00001d026542_Mo17,Zm00001d026587_Mo17,Zm00001d026652_Mo17,Zm00001d027361_Mo17,Zm00001d027387_Mo17,Zm00001d027460_Mo17,Zm00001d027471_Mo17,Zm00001d027480_Mo17,Zm00001d027533_Mo17,Zm00001d027596_Mo17,Zm00001d027856_Mo17,Zm00001d027929_Mo17,Zm00001d027976_Mo17,Zm00001d027988_Mo17,Zm00001d028006_Mo17,Zm00001d028093_Mo17,Zm00001d028510_Mo17,Zm00001d028534_Mo17,Zm00001d028535_Mo17,Zm00001d028620_Mo17,Zm00001d028690_Mo17,Zm00001d028711_Mo17,Zm00001d028752_Mo17,Zm00001d028753_Mo17,Zm00001d028754_Mo17,Zm00001d028974_Mo17,Zm00001d029047_Mo17,Zm00001d029154_Mo17,Zm00001d029164_Mo17,Zm00001d029197_Mo17,Zm00001d029371_Mo17,Zm00001d029529_Mo17,Zm00001d029777_Mo17,Zm00001d029783_Mo17,Zm00001d029898_Mo17,Zm00001d029979_Mo17,Zm00001d029983_Mo17,Zm00001d031013_Mo17,Zm00001d031090_Mo17,Zm00001d031127_Mo17,Zm00001d031264_Mo17,Zm00001d031344_Mo17,Zm00001d031580_Mo17,Zm00001d031581_Mo17,Zm00001d031635_Mo17,Zm00001d031725_Mo17,Zm00001d031726_Mo17,Zm00001d031777_Mo17,Zm00001d031832_Mo17,Zm00001d032081_Mo17,Zm00001d032485_Mo17,Zm00001d032560_Mo17,Zm00001d032637_Mo17,Zm00001d032999_Mo17,Zm00001d033050_Mo17,Zm00001d033174_Mo17,Zm00001d033273_Mo17,Zm00001d033467_Mo17,Zm00001d033475_Mo17,Zm00001d033624_Mo17,Zm00001d033671_Mo17,Zm00001d033675_Mo17,Zm00001d034022_Mo17,Zm00001d034109_Mo17,Zm00001d034221_Mo17,Zm00001d034365_Mo17,Zm00001d034527_Mo17,Zm00001d034596_Mo17,Zm00001d034636_Mo17,Zm00001d035157_Mo17,Zm00001d035195_Mo17,Zm00001d035440_Mo17,Zm00001d035455_Mo17,Zm00001d035543_Mo17,Zm00001d035634_Mo17,Zm00001d035989_Mo17,Zm00001d036216_Mo17,Zm00001d036736_Mo17,Zm00001d036737_Mo17,Zm00001d036831_Mo17,Zm00001d036894_Mo17,Zm00001d037056_Mo17,Zm00001d037099_Mo17,Zm00001d037181_Mo17,Zm00001d037544_Mo17,Zm00001d037596_Mo17,Zm00001d037711_Mo17,Zm00001d038023_Mo17,Zm00001d038098_Mo17,Zm00001d038167_Mo17,Zm00001d038346_Mo17,Zm00001d038366_Mo17,Zm00001d038447_Mo17,Zm00001d038448_Mo17,Zm00001d038471_Mo17,Zm00001d038585_Mo17,Zm00001d038594_Mo17,Zm00001d038739_Mo17,Zm00001d038866_Mo17,Zm00001d038936_Mo17,Zm00001d038998_Mo17,Zm00001d039037_Mo17,Zm00001d039260_Mo17,Zm00001d039283_Mo17,Zm00001d039338_Mo17,Zm00001d039416_Mo17,Zm00001d039492_Mo17,Zm00001d039607_Mo17,Zm00001d039769_Mo17,Zm00001d039963_Mo17,Zm00001d039989_Mo17,Zm00001d040002_Mo17,Zm00001d040263_Mo17,Zm00001d040301_Mo17,Zm00001d040477_Mo17,Zm00001d040735_Mo17,Zm00001d040777_Mo17,Zm00001d041204_Mo17,Zm00001d041332_Mo17,Zm00001d042059_Mo17,Zm00001d042114_Mo17,Zm00001d042267_Mo17,Zm00001d042503_Mo17,Zm00001d042505_Mo17,Zm00001d042549_Mo17,Zm00001d042572_Mo17,Zm00001d042599_Mo17,Zm00001d042609_Mo17,Zm00001d042660_Mo17,Zm00001d042717_Mo17,Zm00001d042939_Mo17,Zm00001d043075_Mo17,Zm00001d043104_Mo17,Zm00001d043205_Mo17,Zm00001d043267_Mo17,Zm00001d043339_Mo17,Zm00001d043389_Mo17,Zm00001d043444_Mo17,Zm00001d043462_Mo17,Zm00001d043479_Mo17,Zm00001d043505_Mo17,Zm00001d043735_Mo17,Zm00001d043752_Mo17,Zm00001d043775_Mo17,Zm00001d043782_Mo17,Zm00001d043929_Mo17,Zm00001d044033_Mo17,Zm00001d044232_Mo17,Zm00001d044253_Mo17,Zm00001d044373_Mo17,Zm00001d044443_Mo17,Zm00001d044534_Mo17,Zm00001d044752_Mo17,Zm00001d045309_Mo17,Zm00001d045313_Mo17,Zm00001d045491_Mo17,Zm00001d046234_Mo17,Zm00001d046568_Mo17,Zm00001d046574_Mo17,Zm00001d046889_Mo17,Zm00001d046925_Mo17,Zm00001d046975_Mo17,Zm00001d047012_Mo17,Zm00001d047055_Mo17,Zm00001d047077_Mo17,Zm00001d047476_Mo17,Zm00001d047480_Mo17,Zm00001d047591_Mo17,Zm00001d047676_Mo17,Zm00001d047728_Mo17,Zm00001d047754_Mo17,Zm00001d047758_Mo17,Zm00001d047951_Mo17,Zm00001d047955_Mo17,Zm00001d048131_Mo17,Zm00001d048202_Mo17,Zm00001d048205_Mo17,Zm00001d048317_Mo17,Zm00001d048345_Mo17,Zm00001d048359_Mo17,Zm00001d048503_Mo17,Zm00001d049103_Mo17,Zm00001d049186_Mo17,Zm00001d049295_Mo17,Zm00001d049400_Mo17,Zm00001d049540_Mo17,Zm00001d049687_Mo17,Zm00001d049768_Mo17,Zm00001d049940_Mo17,Zm00001d050195_Mo17,Zm00001d050793_Mo17,Zm00001d050961_Mo17,Zm00001d050970_Mo17,Zm00001d051018_Mo17,Zm00001d051056_Mo17,Zm00001d051458_Mo17,Zm00001d052008_Mo17,Zm00001d052019_Mo17,Zm00001d052122_Mo17,Zm00001d052136_Mo17,Zm00001d052147_Mo17,Zm00001d052189_Mo17,Zm00001d052343_Mo17,Zm00001d052420_Mo17,Zm00001d052458_Mo17,Zm00001d052480_Mo17,Zm00001d052525_Mo17,Zm00001d052653_Mo17,Zm00001d052962_Mo17,Zm00001d053409_Mo17,Zm00001d053410_Mo17,Zm00001d053818_Mo17,Zm00001d053852_Mo17,Zm00001d053859_Mo17	-0.911959891785834,0.0311176104633206,0.0544713301440542,0.129223283897687,0.0852742887954625,0.129223283897687,0.181120608709666,0.301529485877957
cold_up	m02	381	ENSRNA049458758_Mo17,ENSRNA049463828_Mo17,ENSRNA049472638_Mo17,ENSRNA049474917_Mo17,ENSRNA049475551_Mo17,ENSRNA049479611_Mo17,Zm00001d000116_Mo17,Zm00001d000736_Mo17,Zm00001d002020_Mo17,Zm00001d002021_Mo17,Zm00001d002065_Mo17,Zm00001d002200_Mo17,Zm00001d002267_Mo17,Zm00001d002313_Mo17,Zm00001d002534_Mo17,Zm00001d002758_Mo17,Zm00001d002759_Mo17,Zm00001d003174_Mo17,Zm00001d003252_Mo17,Zm00001d003925_Mo17,Zm00001d004036_Mo17,Zm00001d004078_Mo17,Zm00001d004079_Mo17,Zm00001d004346_Mo17,Zm00001d004437_Mo17,Zm00001d004472_Mo17,Zm00001d004875_Mo17,Zm00001d005231_Mo17,Zm00001d005370_Mo17,Zm00001d005578_Mo17,Zm00001d005579_Mo17,Zm00001d005594_Mo17,Zm00001d005808_Mo17,Zm00001d005936_Mo17,Zm00001d005989_Mo17,Zm00001d006106_Mo17,Zm00001d006193_Mo17,Zm00001d006511_Mo17,Zm00001d006688_Mo17,Zm00001d006881_Mo17,Zm00001d007016_Mo17,Zm00001d007114_Mo17,Zm00001d007868_Mo17,Zm00001d007891_Mo17,Zm00001d008248_Mo17,Zm00001d008495_Mo17,Zm00001d008569_Mo17,Zm00001d008690_Mo17,Zm00001d008826_Mo17,Zm00001d008880_Mo17,Zm00001d008984_Mo17,Zm00001d008985_Mo17,Zm00001d008987_Mo17,Zm00001d009071_Mo17,Zm00001d009106_Mo17,Zm00001d009146_Mo17,Zm00001d009510_Mo17,Zm00001d009626_Mo17,Zm00001d009773_Mo17,Zm00001d010048_Mo17,Zm00001d010411_Mo17,Zm00001d010448_Mo17,Zm00001d010635_Mo17,Zm00001d010689_Mo17,Zm00001d010828_Mo17,Zm00001d010965_Mo17,Zm00001d010970_Mo17,Zm00001d011183_Mo17,Zm00001d011207_Mo17,Zm00001d011269_Mo17,Zm00001d011393_Mo17,Zm00001d011473_Mo17,Zm00001d011576_Mo17,Zm00001d011577_Mo17,Zm00001d011649_Mo17,Zm00001d011721_Mo17,Zm00001d011931_Mo17,Zm00001d011967_Mo17,Zm00001d012030_Mo17,Zm00001d012196_Mo17,Zm00001d012312_Mo17,Zm00001d012653_Mo17,Zm00001d012887_Mo17,Zm00001d012968_Mo17,Zm00001d013030_Mo17,Zm00001d013230_Mo17,Zm00001d013300_Mo17,Zm00001d013367_Mo17,Zm00001d013392_Mo17,Zm00001d013572_Mo17,Zm00001d013725_Mo17,Zm00001d013741_Mo17,Zm00001d013830_Mo17,Zm00001d013914_Mo17,Zm00001d014060_Mo17,Zm00001d014224_Mo17,Zm00001d014341_Mo17,Zm00001d014386_Mo17,Zm00001d014451_Mo17,Zm00001d014458_Mo17,Zm00001d014530_Mo17,Zm00001d014717_Mo17,Zm00001d014958_Mo17,Zm00001d015297_Mo17,Zm00001d015377_Mo17,Zm00001d015412_Mo17,Zm00001d015616_Mo17,Zm00001d015623_Mo17,Zm00001d015785_Mo17,Zm00001d016410_Mo17,Zm00001d016446_Mo17,Zm00001d016771_Mo17,Zm00001d016783_Mo17,Zm00001d016807_Mo17,Zm00001d017203_Mo17,Zm00001d017457_Mo17,Zm00001d017462_Mo17,Zm00001d017619_Mo17,Zm00001d017682_Mo17,Zm00001d017786_Mo17,Zm00001d017900_Mo17,Zm00001d017985_Mo17,Zm00001d018141_Mo17,Zm00001d018388_Mo17,Zm00001d018441_Mo17,Zm00001d018596_Mo17,Zm00001d018617_Mo17,Zm00001d018635_Mo17,Zm00001d018803_Mo17,Zm00001d019117_Mo17,Zm00001d019220_Mo17,Zm00001d019228_Mo17,Zm00001d020040_Mo17,Zm00001d020100_Mo17,Zm00001d020171_Mo17,Zm00001d020172_Mo17,Zm00001d020188_Mo17,Zm00001d020557_Mo17,Zm00001d020578_Mo17,Zm00001d020607_Mo17,Zm00001d020628_Mo17,Zm00001d020636_Mo17,Zm00001d020639_Mo17,Zm00001d020692_Mo17,Zm00001d020936_Mo17,Zm00001d020963_Mo17,Zm00001d021615_Mo17,Zm00001d021634_Mo17,Zm00001d021686_Mo17,Zm00001d021696_Mo17,Zm00001d021706_Mo17,Zm00001d021718_Mo17,Zm00001d021965_Mo17,Zm00001d022106_Mo17,Zm00001d022154_Mo17,Zm00001d022163_Mo17,Zm00001d022166_Mo17,Zm00001d022230_Mo17,Zm00001d022266_Mo17,Zm00001d022636_Mo17,Zm00001d023223_Mo17,Zm00001d023273_Mo17,Zm00001d023301_Mo17,Zm00001d023411_Mo17,Zm00001d023492_Mo17,Zm00001d023496_Mo17,Zm00001d023706_Mo17,Zm00001d023843_Mo17,Zm00001d023906_Mo17,Zm00001d023941_Mo17,Zm00001d023979_Mo17,Zm00001d024220_Mo17,Zm00001d024338_Mo17,Zm00001d024423_Mo17,Zm00001d024507_Mo17,Zm00001d024652_Mo17,Zm00001d024768_Mo17,Zm00001d024852_Mo17,Zm00001d024916_Mo17,Zm00001d025406_Mo17,Zm00001d025437_Mo17,Zm00001d025533_Mo17,Zm00001d025625_Mo17,Zm00001d025711_Mo17,Zm00001d025831_Mo17,Zm00001d025920_Mo17,Zm00001d025923_Mo17,Zm00001d025924_Mo17,Zm00001d025947_Mo17,Zm00001d026128_Mo17,Zm00001d026190_Mo17,Zm00001d026366_Mo17,Zm00001d026454_Mo17,Zm00001d026458_Mo17,Zm00001d026479_Mo17,Zm00001d026586_Mo17,Zm00001d026695_Mo17,Zm00001d026736_Mo17,Zm00001d027341_Mo17,Zm00001d027345_Mo17,Zm00001d027486_Mo17,Zm00001d027500_Mo17,Zm00001d027511_Mo17,Zm00001d027585_Mo17,Zm00001d027593_Mo17,Zm00001d027682_Mo17,Zm00001d027711_Mo17,Zm00001d028325_Mo17,Zm00001d028406_Mo17,Zm00001d028576_Mo17,Zm00001d028616_Mo17,Zm00001d028651_Mo17,Zm00001d028665_Mo17,Zm00001d028774_Mo17,Zm00001d028820_Mo17,Zm00001d028987_Mo17,Zm00001d029203_Mo17,Zm00001d029254_Mo17,Zm00001d029625_Mo17,Zm00001d029978_Mo17,Zm00001d030267_Mo17,Zm00001d030856_Mo17,Zm00001d031221_Mo17,Zm00001d031532_Mo17,Zm00001d032079_Mo17,Zm00001d032253_Mo17,Zm00001d032459_Mo17,Zm00001d032467_Mo17,Zm00001d032683_Mo17,Zm00001d032739_Mo17,Zm00001d032806_Mo17,Zm00001d032811_Mo17,Zm00001d032849_Mo17,Zm00001d033283_Mo17,Zm00001d033344_Mo17,Zm00001d033633_Mo17,Zm00001d034104_Mo17,Zm00001d034255_Mo17,Zm00001d034388_Mo17,Zm00001d034444_Mo17,Zm00001d034480_Mo17,Zm00001d034514_Mo17,Zm00001d034515_Mo17,Zm00001d034562_Mo17,Zm00001d034601_Mo17,Zm00001d034616_Mo17,Zm00001d034751_Mo17,Zm00001d035646_Mo17,Zm00001d035652_Mo17,Zm00001d035926_Mo17,Zm00001d036228_Mo17,Zm00001d036293_Mo17,Zm00001d037420_Mo17,Zm00001d037425_Mo17,Zm00001d037550_Mo17,Zm00001d037769_Mo17,Zm00001d038274_Mo17,Zm00001d038558_Mo17,Zm00001d038593_Mo17,Zm00001d038625_Mo17,Zm00001d038653_Mo17,Zm00001d038824_Mo17,Zm00001d038863_Mo17,Zm00001d039098_Mo17,Zm00001d039312_Mo17,Zm00001d039330_Mo17,Zm00001d039374_Mo17,Zm00001d039412_Mo17,Zm00001d039530_Mo17,Zm00001d039589_Mo17,Zm00001d039670_Mo17,Zm00001d039702_Mo17,Zm00001d039771_Mo17,Zm00001d039873_Mo17,Zm00001d039931_Mo17,Zm00001d040304_Mo17,Zm00001d040504_Mo17,Zm00001d040519_Mo17,Zm00001d040545_Mo17,Zm00001d040958_Mo17,Zm00001d041192_Mo17,Zm00001d041221_Mo17,Zm00001d041246_Mo17,Zm00001d041926_Mo17,Zm00001d041982_Mo17,Zm00001d042005_Mo17,Zm00001d042035_Mo17,Zm00001d042054_Mo17,Zm00001d042111_Mo17,Zm00001d042341_Mo17,Zm00001d042367_Mo17,Zm00001d042388_Mo17,Zm00001d042634_Mo17,Zm00001d042812_Mo17,Zm00001d042843_Mo17,Zm00001d043048_Mo17,Zm00001d043087_Mo17,Zm00001d043341_Mo17,Zm00001d043527_Mo17,Zm00001d043547_Mo17,Zm00001d043762_Mo17,Zm00001d043800_Mo17,Zm00001d043950_Mo17,Zm00001d044037_Mo17,Zm00001d044068_Mo17,Zm00001d044146_Mo17,Zm00001d044231_Mo17,Zm00001d044555_Mo17,Zm00001d044618_Mo17,Zm00001d044726_Mo17,Zm00001d044734_Mo17,Zm00001d044925_Mo17,Zm00001d044970_Mo17,Zm00001d045063_Mo17,Zm00001d045138_Mo17,Zm00001d045145_Mo17,Zm00001d045206_Mo17,Zm00001d045340_Mo17,Zm00001d045385_Mo17,Zm00001d045475_Mo17,Zm00001d045494_Mo17,Zm00001d046182_Mo17,Zm00001d046263_Mo17,Zm00001d046500_Mo17,Zm00001d046616_Mo17,Zm00001d046912_Mo17,Zm00001d046938_Mo17,Zm00001d046952_Mo17,Zm00001d047458_Mo17,Zm00001d047492_Mo17,Zm00001d047632_Mo17,Zm00001d047680_Mo17,Zm00001d047687_Mo17,Zm00001d047776_Mo17,Zm00001d047814_Mo17,Zm00001d048041_Mo17,Zm00001d048104_Mo17,Zm00001d048146_Mo17,Zm00001d048318_Mo17,Zm00001d048342_Mo17,Zm00001d048356_Mo17,Zm00001d048363_Mo17,Zm00001d048573_Mo17,Zm00001d048824_Mo17,Zm00001d048826_Mo17,Zm00001d048829_Mo17,Zm00001d048868_Mo17,Zm00001d048901_Mo17,Zm00001d049179_Mo17,Zm00001d049242_Mo17,Zm00001d049416_Mo17,Zm00001d049449_Mo17,Zm00001d049494_Mo17,Zm00001d049632_Mo17,Zm00001d049640_Mo17,Zm00001d049660_Mo17,Zm00001d049964_Mo17,Zm00001d050043_Mo17,Zm00001d050323_Mo17,Zm00001d051121_Mo17,Zm00001d051448_Mo17,Zm00001d051632_Mo17,Zm00001d051636_Mo17,Zm00001d051754_Mo17,Zm00001d051800_Mo17,Zm00001d051889_Mo17,Zm00001d051944_Mo17,Zm00001d052219_Mo17,Zm00001d052347_Mo17,Zm00001d052586_Mo17,Zm00001d052618_Mo17,Zm00001d052827_Mo17,Zm00001d053612_Mo17,Zm00001d053626_Mo17,Zm00001d053786_Mo17,Zm00001d053834_Mo17,Zm00001d053835_Mo17,Zm00001d053843_Mo17,Zm00001d053895_Mo17,Zm00001d054067_Mo17,Zm00001d054069_Mo17	0.149245355740268,0.0337690057126497,-0.00711909011196125,-0.213467370192707,-0.233048047930132,-0.213467370192707,-0.355416033312866,0.839503550287454
