bat	mid	n	gids	me
cold_up	m01	197	Zm00001d000112_W22,Zm00001d000357_W22,Zm00001d000424_W22,Zm00001d001862_W22,Zm00001d002292_W22,Zm00001d002318_W22,Zm00001d002549_W22,Zm00001d002632_W22,Zm00001d002759_W22,Zm00001d003200_W22,Zm00001d003358_W22,Zm00001d003504_W22,Zm00001d003509_W22,Zm00001d003742_W22,Zm00001d003830_W22,Zm00001d004305_W22,Zm00001d004443_W22,Zm00001d004804_W22,Zm00001d005208_W22,Zm00001d005726_W22,Zm00001d006040_W22,Zm00001d006591_W22,Zm00001d006621_W22,Zm00001d006628_W22,Zm00001d006701_W22,Zm00001d007175_W22,Zm00001d007609_W22,Zm00001d007915_W22,Zm00001d008408_W22,Zm00001d009418_W22,Zm00001d009487_W22,Zm00001d009687_W22,Zm00001d009797_W22,Zm00001d010075_W22,Zm00001d010243_W22,Zm00001d010399_W22,Zm00001d011396_W22,Zm00001d011684_W22,Zm00001d011918_W22,Zm00001d013220_W22,Zm00001d013256_W22,Zm00001d013512_W22,Zm00001d013834_W22,Zm00001d013933_W22,Zm00001d014072_W22,Zm00001d015025_W22,Zm00001d015100_W22,Zm00001d015325_W22,Zm00001d015515_W22,Zm00001d016131_W22,Zm00001d017085_W22,Zm00001d017186_W22,Zm00001d017392_W22,Zm00001d017885_W22,Zm00001d018332_W22,Zm00001d018421_W22,Zm00001d020137_W22,Zm00001d020303_W22,Zm00001d020396_W22,Zm00001d020403_W22,Zm00001d020409_W22,Zm00001d020470_W22,Zm00001d020521_W22,Zm00001d020614_W22,Zm00001d020622_W22,Zm00001d020694_W22,Zm00001d020921_W22,Zm00001d020926_W22,Zm00001d021006_W22,Zm00001d021207_W22,Zm00001d021208_W22,Zm00001d021246_W22,Zm00001d021668_W22,Zm00001d021775_W22,Zm00001d021817_W22,Zm00001d021835_W22,Zm00001d021851_W22,Zm00001d021858_W22,Zm00001d021946_W22,Zm00001d021955_W22,Zm00001d022435_W22,Zm00001d022451_W22,Zm00001d022504_W22,Zm00001d022518_W22,Zm00001d023273_W22,Zm00001d023294_W22,Zm00001d023838_W22,Zm00001d023856_W22,Zm00001d023995_W22,Zm00001d024343_W22,Zm00001d024376_W22,Zm00001d025281_W22,Zm00001d025707_W22,Zm00001d025901_W22,Zm00001d026012_W22,Zm00001d026156_W22,Zm00001d026652_W22,Zm00001d027361_W22,Zm00001d027530_W22,Zm00001d027596_W22,Zm00001d027856_W22,Zm00001d027929_W22,Zm00001d028412_W22,Zm00001d028535_W22,Zm00001d028574_W22,Zm00001d028620_W22,Zm00001d028974_W22,Zm00001d029028_W22,Zm00001d029154_W22,Zm00001d029164_W22,Zm00001d029371_W22,Zm00001d029853_W22,Zm00001d029920_W22,Zm00001d030915_W22,Zm00001d031300_W22,Zm00001d031303_W22,Zm00001d031580_W22,Zm00001d031725_W22,Zm00001d031726_W22,Zm00001d031741_W22,Zm00001d031832_W22,Zm00001d032279_W22,Zm00001d032485_W22,Zm00001d032810_W22,Zm00001d032999_W22,Zm00001d033347_W22,Zm00001d033718_W22,Zm00001d034069_W22,Zm00001d034205_W22,Zm00001d034527_W22,Zm00001d034673_W22,Zm00001d035039_W22,Zm00001d035140_W22,Zm00001d035455_W22,Zm00001d036736_W22,Zm00001d037632_W22,Zm00001d037978_W22,Zm00001d038366_W22,Zm00001d038447_W22,Zm00001d038585_W22,Zm00001d038739_W22,Zm00001d038780_W22,Zm00001d038971_W22,Zm00001d039037_W22,Zm00001d039110_W22,Zm00001d039141_W22,Zm00001d039156_W22,Zm00001d039989_W22,Zm00001d040171_W22,Zm00001d040301_W22,Zm00001d040461_W22,Zm00001d040735_W22,Zm00001d042074_W22,Zm00001d042116_W22,Zm00001d042443_W22,Zm00001d042627_W22,Zm00001d042811_W22,Zm00001d042886_W22,Zm00001d043104_W22,Zm00001d043125_W22,Zm00001d043267_W22,Zm00001d043339_W22,Zm00001d043462_W22,Zm00001d043479_W22,Zm00001d043911_W22,Zm00001d045046_W22,Zm00001d046632_W22,Zm00001d046939_W22,Zm00001d047077_W22,Zm00001d047480_W22,Zm00001d047676_W22,Zm00001d047732_W22,Zm00001d047875_W22,Zm00001d048191_W22,Zm00001d048345_W22,Zm00001d048486_W22,Zm00001d048616_W22,Zm00001d049364_W22,Zm00001d049540_W22,Zm00001d049638_W22,Zm00001d049643_W22,Zm00001d050716_W22,Zm00001d050961_W22,Zm00001d051461_W22,Zm00001d051684_W22,Zm00001d051981_W22,Zm00001d052053_W22,Zm00001d052061_W22,Zm00001d052206_W22,Zm00001d052215_W22,Zm00001d052230_W22,Zm00001d052340_W22,Zm00001d052343_W22,Zm00001d052903_W22,Zm00001d053818_W22,Zm00001d053859_W22,Zm00001d054032_W22	-0.931574835027414,0.134206103541211,0.165677557526164,0.16139425674157,0.143068078751135,0.147098744552305,0.124196763626971,0.0559333302880576
cold_up	m02	167	ENSRNA049478530_W22,ENSRNA049478956_W22,Zm00001d000222_W22,Zm00001d000403_W22,Zm00001d000434_W22,Zm00001d001828_W22,Zm00001d002302_W22,Zm00001d002405_W22,Zm00001d002451_W22,Zm00001d002488_W22,Zm00001d002576_W22,Zm00001d002806_W22,Zm00001d003047_W22,Zm00001d003249_W22,Zm00001d003690_W22,Zm00001d004342_W22,Zm00001d004437_W22,Zm00001d006154_W22,Zm00001d006274_W22,Zm00001d006331_W22,Zm00001d006463_W22,Zm00001d006505_W22,Zm00001d006688_W22,Zm00001d006841_W22,Zm00001d006881_W22,Zm00001d006947_W22,Zm00001d007012_W22,Zm00001d007016_W22,Zm00001d008397_W22,Zm00001d008690_W22,Zm00001d009674_W22,Zm00001d010594_W22,Zm00001d011183_W22,Zm00001d011276_W22,Zm00001d011970_W22,Zm00001d012417_W22,Zm00001d012746_W22,Zm00001d012770_W22,Zm00001d013193_W22,Zm00001d013230_W22,Zm00001d013367_W22,Zm00001d013568_W22,Zm00001d013638_W22,Zm00001d013709_W22,Zm00001d013798_W22,Zm00001d013810_W22,Zm00001d014066_W22,Zm00001d014083_W22,Zm00001d014224_W22,Zm00001d014958_W22,Zm00001d015658_W22,Zm00001d016182_W22,Zm00001d017397_W22,Zm00001d017457_W22,Zm00001d018791_W22,Zm00001d019049_W22,Zm00001d019093_W22,Zm00001d020008_W22,Zm00001d020172_W22,Zm00001d020867_W22,Zm00001d021936_W22,Zm00001d022166_W22,Zm00001d022424_W22,Zm00001d022600_W22,Zm00001d022636_W22,Zm00001d023529_W22,Zm00001d024458_W22,Zm00001d025831_W22,Zm00001d025920_W22,Zm00001d026191_W22,Zm00001d026557_W22,Zm00001d026584_W22,Zm00001d026641_W22,Zm00001d026736_W22,Zm00001d027731_W22,Zm00001d027982_W22,Zm00001d028004_W22,Zm00001d028514_W22,Zm00001d028616_W22,Zm00001d028819_W22,Zm00001d028820_W22,Zm00001d029093_W22,Zm00001d029258_W22,Zm00001d029288_W22,Zm00001d029366_W22,Zm00001d029605_W22,Zm00001d030267_W22,Zm00001d030274_W22,Zm00001d030304_W22,Zm00001d031290_W22,Zm00001d031654_W22,Zm00001d032837_W22,Zm00001d033482_W22,Zm00001d034562_W22,Zm00001d034564_W22,Zm00001d034651_W22,Zm00001d034713_W22,Zm00001d035035_W22,Zm00001d035713_W22,Zm00001d035854_W22,Zm00001d035926_W22,Zm00001d037151_W22,Zm00001d037181_W22,Zm00001d037420_W22,Zm00001d037550_W22,Zm00001d037828_W22,Zm00001d038240_W22,Zm00001d038577_W22,Zm00001d038626_W22,Zm00001d038762_W22,Zm00001d038793_W22,Zm00001d038846_W22,Zm00001d038863_W22,Zm00001d038878_W22,Zm00001d039102_W22,Zm00001d039140_W22,Zm00001d040222_W22,Zm00001d041951_W22,Zm00001d042643_W22,Zm00001d042739_W22,Zm00001d042751_W22,Zm00001d043083_W22,Zm00001d043221_W22,Zm00001d043477_W22,Zm00001d043877_W22,Zm00001d044068_W22,Zm00001d044106_W22,Zm00001d044494_W22,Zm00001d044622_W22,Zm00001d044668_W22,Zm00001d044762_W22,Zm00001d044763_W22,Zm00001d044775_W22,Zm00001d045112_W22,Zm00001d045124_W22,Zm00001d045204_W22,Zm00001d045302_W22,Zm00001d045657_W22,Zm00001d046261_W22,Zm00001d046263_W22,Zm00001d046500_W22,Zm00001d046655_W22,Zm00001d047750_W22,Zm00001d047982_W22,Zm00001d048342_W22,Zm00001d048372_W22,Zm00001d048454_W22,Zm00001d048573_W22,Zm00001d048604_W22,Zm00001d048829_W22,Zm00001d049110_W22,Zm00001d049179_W22,Zm00001d049250_W22,Zm00001d049416_W22,Zm00001d049449_W22,Zm00001d049594_W22,Zm00001d049640_W22,Zm00001d050970_W22,Zm00001d051121_W22,Zm00001d051448_W22,Zm00001d051502_W22,Zm00001d051554_W22,Zm00001d051813_W22,Zm00001d051889_W22,Zm00001d053735_W22,Zm00001d053867_W22,Zm00001d053994_W22	0.0919153880348821,0.27547265306002,-0.203785532143247,0.0994882413977617,0.427709064991494,-0.243861910552072,-0.734330726511755,0.287392821722916
cold_up	m03	161	ENSRNA049463774_W22,ENSRNA049463813_W22,ENSRNA049463846_W22,ENSRNA049467439_W22,ENSRNA049477077_W22,ENSRNA049477080_W22,Zm00001d000911_W22,Zm00001d001825_W22,Zm00001d001850_W22,Zm00001d001924_W22,Zm00001d002150_W22,Zm00001d002266_W22,Zm00001d002538_W22,Zm00001d002784_W22,Zm00001d002905_W22,Zm00001d003139_W22,Zm00001d003401_W22,Zm00001d003510_W22,Zm00001d003668_W22,Zm00001d005502_W22,Zm00001d005859_W22,Zm00001d006212_W22,Zm00001d006236_W22,Zm00001d006658_W22,Zm00001d006659_W22,Zm00001d006749_W22,Zm00001d007071_W22,Zm00001d007313_W22,Zm00001d007341_W22,Zm00001d007445_W22,Zm00001d007871_W22,Zm00001d008205_W22,Zm00001d008223_W22,Zm00001d008356_W22,Zm00001d008957_W22,Zm00001d009025_W22,Zm00001d009071_W22,Zm00001d010066_W22,Zm00001d010667_W22,Zm00001d010752_W22,Zm00001d011002_W22,Zm00001d011079_W22,Zm00001d011708_W22,Zm00001d012512_W22,Zm00001d012709_W22,Zm00001d012813_W22,Zm00001d012856_W22,Zm00001d013026_W22,Zm00001d013210_W22,Zm00001d013493_W22,Zm00001d013746_W22,Zm00001d013855_W22,Zm00001d014970_W22,Zm00001d015783_W22,Zm00001d015810_W22,Zm00001d016901_W22,Zm00001d017036_W22,Zm00001d017212_W22,Zm00001d017241_W22,Zm00001d017598_W22,Zm00001d017643_W22,Zm00001d017666_W22,Zm00001d017786_W22,Zm00001d017900_W22,Zm00001d018046_W22,Zm00001d018341_W22,Zm00001d019552_W22,Zm00001d020705_W22,Zm00001d021291_W22,Zm00001d021300_W22,Zm00001d021444_W22,Zm00001d021566_W22,Zm00001d021746_W22,Zm00001d022163_W22,Zm00001d022397_W22,Zm00001d023029_W22,Zm00001d023450_W22,Zm00001d024712_W22,Zm00001d024717_W22,Zm00001d024781_W22,Zm00001d024808_W22,Zm00001d024813_W22,Zm00001d026160_W22,Zm00001d026452_W22,Zm00001d026577_W22,Zm00001d026859_W22,Zm00001d027291_W22,Zm00001d027720_W22,Zm00001d027877_W22,Zm00001d028282_W22,Zm00001d028371_W22,Zm00001d028705_W22,Zm00001d028863_W22,Zm00001d028949_W22,Zm00001d029772_W22,Zm00001d030277_W22,Zm00001d031230_W22,Zm00001d031275_W22,Zm00001d031875_W22,Zm00001d032284_W22,Zm00001d032468_W22,Zm00001d032828_W22,Zm00001d035000_W22,Zm00001d035050_W22,Zm00001d035588_W22,Zm00001d035593_W22,Zm00001d036346_W22,Zm00001d036751_W22,Zm00001d037513_W22,Zm00001d037691_W22,Zm00001d037779_W22,Zm00001d038270_W22,Zm00001d038273_W22,Zm00001d038676_W22,Zm00001d039086_W22,Zm00001d039295_W22,Zm00001d039771_W22,Zm00001d039926_W22,Zm00001d039967_W22,Zm00001d040118_W22,Zm00001d041225_W22,Zm00001d041418_W22,Zm00001d041962_W22,Zm00001d042065_W22,Zm00001d042476_W22,Zm00001d042480_W22,Zm00001d043031_W22,Zm00001d043050_W22,Zm00001d043451_W22,Zm00001d043752_W22,Zm00001d044228_W22,Zm00001d044302_W22,Zm00001d044667_W22,Zm00001d045264_W22,Zm00001d045540_W22,Zm00001d045582_W22,Zm00001d046626_W22,Zm00001d047970_W22,Zm00001d047972_W22,Zm00001d048066_W22,Zm00001d048076_W22,Zm00001d048202_W22,Zm00001d048205_W22,Zm00001d048207_W22,Zm00001d048246_W22,Zm00001d048507_W22,Zm00001d048558_W22,Zm00001d048901_W22,Zm00001d049071_W22,Zm00001d049111_W22,Zm00001d051309_W22,Zm00001d051589_W22,Zm00001d051661_W22,Zm00001d051847_W22,Zm00001d052035_W22,Zm00001d052124_W22,Zm00001d052327_W22,Zm00001d052781_W22,Zm00001d052783_W22,Zm00001d053091_W22,Zm00001d053753_W22	-0.27717839360667,-0.339843427947679,-0.239472547272086,-0.234821979352923,-0.237352367554719,0.260116002580685,0.546342593315402,0.52221011983799
cold_up	m04	145	Zm00001d001489_W22,Zm00001d001774_W22,Zm00001d001936_W22,Zm00001d002410_W22,Zm00001d002540_W22,Zm00001d003197_W22,Zm00001d003855_W22,Zm00001d005664_W22,Zm00001d005727_W22,Zm00001d006170_W22,Zm00001d006708_W22,Zm00001d006711_W22,Zm00001d006900_W22,Zm00001d008308_W22,Zm00001d008573_W22,Zm00001d009309_W22,Zm00001d009708_W22,Zm00001d009985_W22,Zm00001d010171_W22,Zm00001d010308_W22,Zm00001d010466_W22,Zm00001d010956_W22,Zm00001d011228_W22,Zm00001d011649_W22,Zm00001d012527_W22,Zm00001d012750_W22,Zm00001d013108_W22,Zm00001d013627_W22,Zm00001d013804_W22,Zm00001d014007_W22,Zm00001d014422_W22,Zm00001d014761_W22,Zm00001d014780_W22,Zm00001d016130_W22,Zm00001d016768_W22,Zm00001d017050_W22,Zm00001d017612_W22,Zm00001d017699_W22,Zm00001d018106_W22,Zm00001d018107_W22,Zm00001d018122_W22,Zm00001d018217_W22,Zm00001d019207_W22,Zm00001d019505_W22,Zm00001d020358_W22,Zm00001d020524_W22,Zm00001d020552_W22,Zm00001d020915_W22,Zm00001d021802_W22,Zm00001d021816_W22,Zm00001d021842_W22,Zm00001d021861_W22,Zm00001d021952_W22,Zm00001d022347_W22,Zm00001d022569_W22,Zm00001d023348_W22,Zm00001d024927_W22,Zm00001d025919_W22,Zm00001d026563_W22,Zm00001d026633_W22,Zm00001d026662_W22,Zm00001d027387_W22,Zm00001d027533_W22,Zm00001d027826_W22,Zm00001d027988_W22,Zm00001d028713_W22,Zm00001d028752_W22,Zm00001d028948_W22,Zm00001d029047_W22,Zm00001d029064_W22,Zm00001d029673_W22,Zm00001d029777_W22,Zm00001d029783_W22,Zm00001d029983_W22,Zm00001d030108_W22,Zm00001d030181_W22,Zm00001d030744_W22,Zm00001d030795_W22,Zm00001d031676_W22,Zm00001d032008_W22,Zm00001d032091_W22,Zm00001d032561_W22,Zm00001d033174_W22,Zm00001d033316_W22,Zm00001d033624_W22,Zm00001d033805_W22,Zm00001d034073_W22,Zm00001d034145_W22,Zm00001d034160_W22,Zm00001d034494_W22,Zm00001d035538_W22,Zm00001d036003_W22,Zm00001d036337_W22,Zm00001d036650_W22,Zm00001d036726_W22,Zm00001d038023_W22,Zm00001d038195_W22,Zm00001d038348_W22,Zm00001d038448_W22,Zm00001d038471_W22,Zm00001d039524_W22,Zm00001d039582_W22,Zm00001d039654_W22,Zm00001d040002_W22,Zm00001d040318_W22,Zm00001d040399_W22,Zm00001d042267_W22,Zm00001d042503_W22,Zm00001d042536_W22,Zm00001d042609_W22,Zm00001d042665_W22,Zm00001d043025_W22,Zm00001d043075_W22,Zm00001d043220_W22,Zm00001d043505_W22,Zm00001d043520_W22,Zm00001d043734_W22,Zm00001d044010_W22,Zm00001d044093_W22,Zm00001d044253_W22,Zm00001d044300_W22,Zm00001d044752_W22,Zm00001d044769_W22,Zm00001d044918_W22,Zm00001d045393_W22,Zm00001d045460_W22,Zm00001d047754_W22,Zm00001d047758_W22,Zm00001d048165_W22,Zm00001d048310_W22,Zm00001d048317_W22,Zm00001d048503_W22,Zm00001d049186_W22,Zm00001d049597_W22,Zm00001d049785_W22,Zm00001d050195_W22,Zm00001d050664_W22,Zm00001d051014_W22,Zm00001d052136_W22,Zm00001d052147_W22,Zm00001d052458_W22,Zm00001d052962_W22,Zm00001d053236_W22,Zm00001d053372_W22,Zm00001d053995_W22	-0.894982057101751,-0.0521939801664165,0.00701201096565917,0.136941287797645,0.205029455706261,0.177859603784243,0.122219400441336,0.298114278573022
cold_up	m05	135	ENSRNA049471996_W22,Zm00001d000302_W22,Zm00001d000675_W22,Zm00001d000879_W22,Zm00001d001824_W22,Zm00001d002175_W22,Zm00001d002369_W22,Zm00001d002429_W22,Zm00001d002545_W22,Zm00001d002558_W22,Zm00001d003114_W22,Zm00001d003601_W22,Zm00001d004762_W22,Zm00001d005951_W22,Zm00001d006213_W22,Zm00001d006601_W22,Zm00001d007068_W22,Zm00001d007181_W22,Zm00001d008222_W22,Zm00001d008329_W22,Zm00001d009177_W22,Zm00001d010060_W22,Zm00001d010079_W22,Zm00001d010279_W22,Zm00001d010410_W22,Zm00001d010855_W22,Zm00001d011006_W22,Zm00001d012154_W22,Zm00001d012380_W22,Zm00001d012687_W22,Zm00001d013302_W22,Zm00001d013447_W22,Zm00001d013786_W22,Zm00001d013956_W22,Zm00001d013983_W22,Zm00001d014788_W22,Zm00001d016987_W22,Zm00001d017060_W22,Zm00001d017079_W22,Zm00001d017373_W22,Zm00001d017374_W22,Zm00001d017502_W22,Zm00001d017984_W22,Zm00001d018161_W22,Zm00001d018326_W22,Zm00001d018333_W22,Zm00001d018973_W22,Zm00001d020612_W22,Zm00001d021224_W22,Zm00001d021236_W22,Zm00001d021410_W22,Zm00001d021665_W22,Zm00001d021839_W22,Zm00001d021948_W22,Zm00001d022179_W22,Zm00001d022391_W22,Zm00001d022461_W22,Zm00001d022561_W22,Zm00001d023523_W22,Zm00001d024256_W22,Zm00001d024583_W22,Zm00001d024783_W22,Zm00001d024807_W22,Zm00001d025916_W22,Zm00001d026017_W22,Zm00001d026018_W22,Zm00001d026070_W22,Zm00001d026542_W22,Zm00001d027486_W22,Zm00001d027851_W22,Zm00001d027852_W22,Zm00001d027987_W22,Zm00001d028293_W22,Zm00001d028680_W22,Zm00001d029736_W22,Zm00001d029940_W22,Zm00001d029988_W22,Zm00001d030053_W22,Zm00001d030849_W22,Zm00001d030953_W22,Zm00001d030993_W22,Zm00001d031485_W22,Zm00001d031581_W22,Zm00001d032084_W22,Zm00001d032346_W22,Zm00001d032560_W22,Zm00001d032838_W22,Zm00001d033467_W22,Zm00001d033675_W22,Zm00001d033980_W22,Zm00001d035440_W22,Zm00001d035543_W22,Zm00001d036216_W22,Zm00001d037228_W22,Zm00001d037533_W22,Zm00001d038127_W22,Zm00001d038192_W22,Zm00001d038338_W22,Zm00001d038346_W22,Zm00001d038651_W22,Zm00001d038685_W22,Zm00001d038925_W22,Zm00001d039085_W22,Zm00001d039419_W22,Zm00001d039437_W22,Zm00001d039492_W22,Zm00001d039730_W22,Zm00001d040292_W22,Zm00001d040362_W22,Zm00001d041365_W22,Zm00001d041831_W22,Zm00001d041912_W22,Zm00001d041920_W22,Zm00001d042482_W22,Zm00001d042972_W22,Zm00001d043536_W22,Zm00001d043686_W22,Zm00001d043735_W22,Zm00001d043741_W22,Zm00001d044024_W22,Zm00001d044443_W22,Zm00001d046574_W22,Zm00001d046788_W22,Zm00001d047476_W22,Zm00001d047955_W22,Zm00001d050935_W22,Zm00001d051056_W22,Zm00001d051496_W22,Zm00001d051569_W22,Zm00001d052044_W22,Zm00001d052138_W22,Zm00001d052252_W22,Zm00001d052653_W22,Zm00001d053396_W22,Zm00001d053852_W22	-0.847623698858068,-0.0876616530383666,0.0512895840477297,0.026680051846408,-0.0260087393386139,0.218996221240457,0.356712562737628,0.307615671362826
cold_up	m06	112	ZeamMp093_W22,Zm00001d001900_W22,Zm00001d003035_W22,Zm00001d003037_W22,Zm00001d003356_W22,Zm00001d003712_W22,Zm00001d003861_W22,Zm00001d004079_W22,Zm00001d004138_W22,Zm00001d004972_W22,Zm00001d005028_W22,Zm00001d005936_W22,Zm00001d006753_W22,Zm00001d007486_W22,Zm00001d008210_W22,Zm00001d008367_W22,Zm00001d008570_W22,Zm00001d008923_W22,Zm00001d009328_W22,Zm00001d010812_W22,Zm00001d010961_W22,Zm00001d011625_W22,Zm00001d011629_W22,Zm00001d011639_W22,Zm00001d011644_W22,Zm00001d011881_W22,Zm00001d012015_W22,Zm00001d012101_W22,Zm00001d012321_W22,Zm00001d012899_W22,Zm00001d013313_W22,Zm00001d013327_W22,Zm00001d013572_W22,Zm00001d013777_W22,Zm00001d014463_W22,Zm00001d015292_W22,Zm00001d015397_W22,Zm00001d016697_W22,Zm00001d017084_W22,Zm00001d017864_W22,Zm00001d018491_W22,Zm00001d018799_W22,Zm00001d020275_W22,Zm00001d020371_W22,Zm00001d020378_W22,Zm00001d020424_W22,Zm00001d020492_W22,Zm00001d020628_W22,Zm00001d020638_W22,Zm00001d021160_W22,Zm00001d022231_W22,Zm00001d022236_W22,Zm00001d022437_W22,Zm00001d022597_W22,Zm00001d023253_W22,Zm00001d023843_W22,Zm00001d025799_W22,Zm00001d026126_W22,Zm00001d026297_W22,Zm00001d026640_W22,Zm00001d027461_W22,Zm00001d027900_W22,Zm00001d028204_W22,Zm00001d028374_W22,Zm00001d028548_W22,Zm00001d028808_W22,Zm00001d030577_W22,Zm00001d030843_W22,Zm00001d030858_W22,Zm00001d031050_W22,Zm00001d031221_W22,Zm00001d031706_W22,Zm00001d031813_W22,Zm00001d032120_W22,Zm00001d032932_W22,Zm00001d034130_W22,Zm00001d034514_W22,Zm00001d035652_W22,Zm00001d035865_W22,Zm00001d036016_W22,Zm00001d037868_W22,Zm00001d037914_W22,Zm00001d038178_W22,Zm00001d038262_W22,Zm00001d038522_W22,Zm00001d040048_W22,Zm00001d040691_W22,Zm00001d040785_W22,Zm00001d040786_W22,Zm00001d043338_W22,Zm00001d043665_W22,Zm00001d044442_W22,Zm00001d045210_W22,Zm00001d045498_W22,Zm00001d045972_W22,Zm00001d046005_W22,Zm00001d046718_W22,Zm00001d046945_W22,Zm00001d047104_W22,Zm00001d047591_W22,Zm00001d047664_W22,Zm00001d047952_W22,Zm00001d048570_W22,Zm00001d048683_W22,Zm00001d048690_W22,Zm00001d048784_W22,Zm00001d048969_W22,Zm00001d049060_W22,Zm00001d049242_W22,Zm00001d050514_W22,Zm00001d050864_W22,Zm00001d052122_W22	-0.232985658194215,-0.124009389907013,-0.610185329581074,0.123378848321235,0.546544086229505,0.274881353376602,-0.278872583542426,0.301248673297387
cold_up	m07	105	Zm00001d002283_W22,Zm00001d002592_W22,Zm00001d003048_W22,Zm00001d003110_W22,Zm00001d003209_W22,Zm00001d003657_W22,Zm00001d004366_W22,Zm00001d004734_W22,Zm00001d005315_W22,Zm00001d005766_W22,Zm00001d006948_W22,Zm00001d008795_W22,Zm00001d009084_W22,Zm00001d009106_W22,Zm00001d009619_W22,Zm00001d009741_W22,Zm00001d009858_W22,Zm00001d010520_W22,Zm00001d011626_W22,Zm00001d013057_W22,Zm00001d013221_W22,Zm00001d013825_W22,Zm00001d014530_W22,Zm00001d014804_W22,Zm00001d015186_W22,Zm00001d015767_W22,Zm00001d016379_W22,Zm00001d017152_W22,Zm00001d018103_W22,Zm00001d018220_W22,Zm00001d018871_W22,Zm00001d019358_W22,Zm00001d019712_W22,Zm00001d019725_W22,Zm00001d020100_W22,Zm00001d020429_W22,Zm00001d020495_W22,Zm00001d021638_W22,Zm00001d021882_W22,Zm00001d023815_W22,Zm00001d024778_W22,Zm00001d025761_W22,Zm00001d026572_W22,Zm00001d026665_W22,Zm00001d027434_W22,Zm00001d027519_W22,Zm00001d027593_W22,Zm00001d028024_W22,Zm00001d028093_W22,Zm00001d028649_W22,Zm00001d028912_W22,Zm00001d028962_W22,Zm00001d029246_W22,Zm00001d029359_W22,Zm00001d029744_W22,Zm00001d029996_W22,Zm00001d031449_W22,Zm00001d032102_W22,Zm00001d033004_W22,Zm00001d033503_W22,Zm00001d033714_W22,Zm00001d034501_W22,Zm00001d034508_W22,Zm00001d034641_W22,Zm00001d035157_W22,Zm00001d035542_W22,Zm00001d036013_W22,Zm00001d036739_W22,Zm00001d037689_W22,Zm00001d038768_W22,Zm00001d039098_W22,Zm00001d039103_W22,Zm00001d039245_W22,Zm00001d039412_W22,Zm00001d039535_W22,Zm00001d040023_W22,Zm00001d040285_W22,Zm00001d040787_W22,Zm00001d042056_W22,Zm00001d042114_W22,Zm00001d042216_W22,Zm00001d042285_W22,Zm00001d042302_W22,Zm00001d042634_W22,Zm00001d043327_W22,Zm00001d043569_W22,Zm00001d043830_W22,Zm00001d044390_W22,Zm00001d044700_W22,Zm00001d044734_W22,Zm00001d044906_W22,Zm00001d045473_W22,Zm00001d046454_W22,Zm00001d046961_W22,Zm00001d047124_W22,Zm00001d047523_W22,Zm00001d048041_W22,Zm00001d049061_W22,Zm00001d050455_W22,Zm00001d050606_W22,Zm00001d052189_W22,Zm00001d052767_W22,Zm00001d053554_W22,Zm00001d053819_W22,Zm00001d053952_W22	-0.293319267935027,-0.000429569130178775,-0.762909653032512,0.0582974027637,0.445180367848651,0.30865913478027,0.0713566050261073,0.173164979678988
