Genotype	cond	drc	n_deg	gid
B73	Cold_1h	up	97	Zm00001d002545,Zm00001d002549,Zm00001d003358,Zm00001d003850,Zm00001d005208,Zm00001d006170,Zm00001d006823,Zm00001d007688,Zm00001d007830,Zm00001d008222,Zm00001d008223,Zm00001d009418,Zm00001d009487,Zm00001d009687,Zm00001d010075,Zm00001d011655,Zm00001d012527,Zm00001d013163,Zm00001d013933,Zm00001d013956,Zm00001d014615,Zm00001d014625,Zm00001d015025,Zm00001d015905,Zm00001d016910,Zm00001d017079,Zm00001d017186,Zm00001d020265,Zm00001d020396,Zm00001d020921,Zm00001d021006,Zm00001d021205,Zm00001d021208,Zm00001d021344,Zm00001d022461,Zm00001d022518,Zm00001d022678,Zm00001d023177,Zm00001d023294,Zm00001d025707,Zm00001d025901,Zm00001d026012,Zm00001d026017,Zm00001d026018,Zm00001d026542,Zm00001d026633,Zm00001d027530,Zm00001d028574,Zm00001d028754,Zm00001d028916,Zm00001d029529,Zm00001d029570,Zm00001d030915,Zm00001d030988,Zm00001d031300,Zm00001d031303,Zm00001d031726,Zm00001d031777,Zm00001d032081,Zm00001d032810,Zm00001d032999,Zm00001d033347,Zm00001d033671,Zm00001d034069,Zm00001d034109,Zm00001d034160,Zm00001d034527,Zm00001d034673,Zm00001d035013,Zm00001d036768,Zm00001d037533,Zm00001d041332,Zm00001d042116,Zm00001d042443,Zm00001d042503,Zm00001d042627,Zm00001d042717,Zm00001d043125,Zm00001d043390,Zm00001d043444,Zm00001d043479,Zm00001d043741,Zm00001d043782,Zm00001d043929,Zm00001d045313,Zm00001d046934,Zm00001d046937,Zm00001d047077,Zm00001d047290,Zm00001d047728,Zm00001d047955,Zm00001d051843,Zm00001d052122,Zm00001d052165,Zm00001d052206,Zm00001d052340,Zm00001d053566
